MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym
2215|effectuer sournoisement, effectuer secrètement, effectuer furtivement, se faufiler|VsuruI|||||
2216|élever un enfant, élever des enfants, être parent|VsuruT|||||
2217|être prêt|VsuruI|||||
2218|faire un don, présenter, offrir|VsuruT|||||
2219|embrasser|VsuruT|||||
2220|commémorer, célébrer, honorer la mémoire de quelque chose, transformer quelque chose en souvenir|VsuruT|||||
2221|s'épanouir, participer activement, jouer un rôle actif|VsuruI|||||
2222|agir, opérer, travailler|VsuruI|||||
2223|devenir membre, rejoindre, entrer, être admis, s'inscrire, s'affilier à, adhérer, signer|VsuruI|||||
2224|répondre, résoudre|VsuruT|||||
2225|annuler, liquider, résoudre, réduire (ex. le stress)|VsuruT|||||
2226|expliquer, commenter, exposer, élucider|VsuruT|||||
2227|réviser, modifier|VsuruT|||||
2228|se séparer (ex. une réunion), se disperser (ex. une foule)|VsuruI|||||
2229|dissoudre (société, organisation, etc.), liquider, dissoudre|VsuruT|||||
2230|dissoudre (régime alimentaire, au parlement, etc.)|VsuruT|||||
2231|ouvrir un port (port de mer, aéroport, etc.), commencer les opérations dans un port|VsuruI|||||
2232|ouvrir un port aux navires ou aux échanges étrangers|VsuruI|||||
2233|ouvrir une école|VsuruI|||||
2234|ouvrir un pays (le Japon, par exemple) au monde|VsuruI|||||
2235|ouvrir la bouche, commencer à parler|VsuruI|||||
2236|fonder un pays|VsuruI|||||
2237|mettre en garde|VsuruT|||||
2238|se souvenir, se remémorer, regarder en arrière, revoir|VsuruT|||||
2239|régler, résoudre|VsuruT|||||
2240|être résolu, être réglé|VsuruI|||||
2241|annuler, libérer, lever (sanctions), radier|VsuruT|||||
2242|libérer, émanciper|VsuruT|||||
2243|désallouer (mémoire d'ordinateur)|VsuruT|||||
2244|déchiffrer, décoder|VsuruT|||||
2245|disséquer, pratiquer une autopsie|VsuruT|||||
2246|analyser|VsuruT|||||
2247|être réel, exister|VsuruI|||||
2248|démontrer, présenter|VsuruT|||||
2249|mettre en scène un spectacle|VsuruI|||||
2250|sentir réellement, avoir un vrai sentiment de|VsuruT|||||
2251|prendre conscience de|VsuruT|||||
2252|faire la queue|VsuruI|||||
2253|être blessé|VsuruI|||||
2254|reproduire, dupliquer, réimprimer|VsuruT|||||
2255|être composite, être combiné, être complexe|VsuruI|||||
2256|republier, rééditer, reproduire|VsuruT|||||
2257|rouler ensemble, rouler avec|VsuruI|||||
2258|être irrégulier, rugueux, robuste|VsuruI|||||
2259|être inégal|VsuruI|||||
2260|sentir, avoir un pressentiment|VsuruT|||||
2261|bloquer (ex. le chemin)|VsuruI|||||
2262|dédaigner|VsuruT|||||
2263|combler les lacunes, remplir les blancs (dans un formulaire, etc.)|VsuruI|||||
2264|couvrir un déficit, compenser quelque chose (ex. une erreur)|VsuruI|||||
2265|protéger, prendre soin de|VsuruT|||||
2266|percevoir, évaluer, imposer, attribuer|VsuruT|||||
2267|infliger (une amende, etc.)|VsuruT|||||
2268|blâmer, réprimander|VsuruT|||||
2269|fournir des questions et des réponses, s'engager dans un dialogue|VsuruI|||||
2270|faire des emplettes|VsuruI|||||
2271|donner une excuse|VsuruI|||||
2272|expliquer|VsuruI|||||
2273|passer comme, passer pour|VsuruI|||||
2274|correspondre, communiquer, transmettre|VsuruI|||||
2275|se rendre au travail|VsuruI|||||
2276|trancher|VsuruT|||||
2277|glisser|VsuruI|||||
2278|changer (en valeur, en situation)|VsuruI|||||
2279|glisser|VsuruI|||||
2280|déclarer, faire une déclaration, proclame|VsuruI|||||
2281|devenir adulte, devenir adulte (être un homme, être une femme)|VsuruI|||||
2282|crier des encouragements, encourager, soutenir|VsuruI|||||
2283|croire en une superstition|VsuruI|||||
2284|ordonner, décréter|VsuruI|||||
2285|exécuter une instruction (logiciel), exécuter une déclaration|VsuruI|||||
2286|recevoir, accepter, profiter|VsuruT|||||
2287|explorer le web|VsuruI|||||
2288|fixer (en place), sécuriser, ancrer, fixer|VsuruT|||||
2289|fixer (ex. salaire, capital), conserver le même|VsuruT|||||
2290|apprécier|VsuruT|||||
2291|substituer|VsuruT|||||
2292|substituer|VsuruT|||||
2293|représenter, substituer|VsuruT|||||
2294|parler par procuration, parler pour (quelqu'un d'autre), agir en tant que porte-parole (pour), représenter (les vues, les sentiments, etc.)|VsuruI|||||
2295|payer par procuration, compenser par procuration, payer pour le compte de|VsuruI|||||
2296|agir pour (quelqu'un d'autre), accomplir (au nom de quelqu'un)|VsuruI|||||
2297|être assaisonné, avoir de la saveur|VsuruI|||||
2298|aimer, adorer|VsuruT|||||
2299|lire avec plaisir|VsuruI|||||
2300|être attaché, aimer, avoir une affection avide pour|VsuruI|||||
2301|être au travail, être présent (au bureau), aller au travail, se rendre au travail|VsuruI|||||
2302|saigner, hémorrager|VsuruI|||||
2303|saigner de l'argent, vendre à un prix inférieur au coût|VsuruI|||||
2304|être en voyage officiel, être en voyage d'affaires|VsuruI|||||
2305|posséder|VsuruT|||||
2306|appartenir à (un groupe, à une organisation, etc.), être affilié à, être rattaché à, être sous le contrôle de|VsuruI|||||
2307|être situé à|VsuruI|||||
2308|prouver, vérifier, certifier, confirmer|VsuruT|||||
2309|témoigner, fournir des preuves (verbales)|VsuruI|||||
2310|posséder|VsuruT|||||
2311|utiliser personnellement|VsuruT|||||
2312|avoir une entreprise privée|VsuruI|||||
2313|déduire, soustraire, équilibrer|VsuruT|||||
2314|aller et venir, monter et descendre|VsuruI|||||
2315|exploser, éclater|VsuruI|||||
2316|distinguer, différencier, discriminer|VsuruI|||||
2317|faire de la discrimination (envers les femmes, les minorités, etc.)|VsuruI|||||
2318|s'effilocher, se battre, se bagarrer|VsuruI|||||
2319|se tenir ensemble de manière désordonnée, se rapprocher, s'entasser|VsuruI|||||
2320|affluer (candidats, candidats à l'élection, etc.)|VsuruI|||||
2321|tirer au hasard, tirer témérairement|VsuruI|||||
2322|pêcher de manière excessive, surpêcher, surchasser|VsuruT|||||
2323|être violent, être agressif, émeute|VsuruI|||||
2324|violer, agresser sexuellement|VsuruT|||||
2325|sous-vendre, vendre en panique|VsuruT|||||
2326|abuser, utiliser à l'excès|VsuruT|||||
2327|être crevé, crevé (pneu), éclater|VsuruI|||||
2328|poinçonner (avec le poing)|VsuruT|||||
2329|poinçonner (un trou)|VsuruT|||||
2330|pan (dans un film)|VsuruI|||||
2331|acquérir, obtenir|VsuruT|||||
2332|entrer (données)|VsuruT|||||
2333|se procurer, acheter|VsuruT|||||
2334|espérer, souhaiter, aspirer à|VsuruT|||||
2335|frapper (quelque chose) et rater, tenter en vain|VsuruT|||||
2336|colorer les cheveux|VsuruI|||||
2337|apparaître sur la couverture d'un magazine|VsuruI|||||
2338|être à l'avant et à l'arrière, être à l'intérieur et à l'extérieur, être des deux côtés|VsuruI|||||
2339|déclarer, indiquer, représenter, manifester, exprimer, annoncer, affirmer|VsuruT|||||
2340|exprimer par écrit, noter, transcrire|VsuruT|||||
2341|écrire sur la surface (ex. une adresse sur une enveloppe), inscrire sur le visage|VsuruI|||||
2342|indiquer, exprimer, montrer, manifester, démontrer|VsuruT|||||
2343|afficher|VsuruT|||||
2344|représenter|VsuruT|||||
2345|exprimer, présenter|VsuruT|||||
2346|avoir une représentation, avoir une notation|VsuruI|||||
2347|commencer, inaugurer, lancer, fonder, établir|VsuruT|||||
2348|avoir une crise, un spasme, avoir une attaque|VsuruI|||||
2349|aller côte à côte, aller de front|VsuruI|||||
2350|courir en même temps, se produire au même moment, suivre le rythme|VsuruI|||||
2351|se développer, s'épanouir|VsuruI|||||
2352|se développer (situation, histoire, etc.), avancer, progresser, se déployer|VsuruI|||||
2353|jouer, avoir une vie sexuelle active|VsuruI|||||
2354|se développer, grandir|VsuruI|||||
2355|prononcer|VsuruT|||||
2356|produire le son de|VsuruT|||||
2357|grandir (physiquement), se développer|VsuruI|||||
2358|faire une déclaration, remarquer, observer, prononcer, parler, proposer|VsuruI|||||
2359|générer (ex. de la puissance)|VsuruT|||||
2360|envoyer un télégramme, télégraphier|VsuruI|||||
2361|avoir une idée|VsuruI|||||
2362|s'exprimer|VsuruI|||||
2363|partir (train, voiture, etc.), commencer|VsuruI|||||
2364|tirer, décharger, catapulter|VsuruT|||||
2365|éjaculer|VsuruI|||||
2366|éclater, surgir, se produire|VsuruI|||||
2367|générer (ex. électricité, chaleur)|VsuruI|||||
2368|développer des structures multicellulaires complexes à partir de cellules dans un état simple|VsuruI|||||
2369|incandescent|VsuruI|||||
2370|devenir excité, se chauffer (ex. discussion), atteindre un point culminant|VsuruI|||||
2371|avouer|VsuruI|||||
2372|étudier, apprendre|VsuruI|||||
2373|entrer et sortir|VsuruI|||||
2374|visiter régulièrement, fréquenter, avoir des relations régulières avec|VsuruT|||||
2375|mettre en accusation|VsuruT|||||
2376|dénoncer, accuser, censurer, porter plainte contre|VsuruT|||||
2377|être en harmonie, être en accord, réconcilier, accepter|VsuruI|||||
2378|arbitrer, concilier, médiatiser|VsuruT|||||
2379|fournir, lever, acheter|VsuruT|||||
2380|régler, ajuster, contrôler|VsuruT|||||
2381|cuisiner, préparer la nourriture|VsuruI|||||
2382|dépasser, être plus que|VsuruT|||||
2383|signer, sceller|VsuruT|||||
2384|transcender, s'élever au-dessus|VsuruT|||||
2385|être intitulé (ex. un livre), être nommé|VsuruI|||||
2386|exprimer, montrer|VsuruT|||||
2387|agitation, excitation, stimulation|N;Ac|||||
2388|inverser, se mettre en panne|VsuruT|||||
2389|se produire en même temps|VsuruI|||||
2390|être laissé sur la base|VsuruI|||||
2391|faire des heures supplémentaires|VsuruI|||||
2392|être à la maison|VsuruI|||||
2393|être en fonction|VsuruI|||||
2394|être inscrit|VsuruI|||||
2395|résider, vivre, habiter|VsuruI|||||
2396|résumer, digérer|VsuruT|||||
2397|demander|VsuruT|||||
2398|désirer, vouloir, implorer|VsuruT|||||
2399|habiter|VsuruI|||||
2400|entrer et sortir, évaluer les revenus et les dépenses, effectuer des associations libres, faire le ménage|VsuruI|||||
2401|prétendre, insister, affirmer, défendre, souligner, soutenir, opposer|VsuruI|||||
2402|louer une maison|VsuruI|||||
2403|agir, opérer, avoir effet, remplir une fonction|VsuruI|||||
2404|changer complètement|VsuruI|||||
2405|élaborer (ex. document juridique, contrat, etc.), préparer, rédiger, encadrer, fabriquer, produire, créer|VsuruT|||||
2406|planter|VsuruT|||||
2407|fonctionner, courir|VsuruI|||||
2408|circuler (argent, biens, etc.), être distribué|VsuruI|||||
2409|circuler (air, eau, etc.), être ventilé, couler|VsuruI|||||
2410|cuisiner, préparer (nourriture)|VsuruT|||||
2411|traiter avec quelque chose, gérer, administrer|VsuruT|||||
2412|accomplir (un devoir), remplir (une promesse), exécuter (un contrat), acquitter, mettre en oeuvre|VsuruT|||||
2413|divorcer|VsuruI|||||
2414|comprendre, apprécier, sympathiser avec|VsuruT|||||
2415|obtenir une seconde aide, une autre tasse, une seconde|VsuruI|||||
2416|avoir un chien mettre sa deuxième patte dans la main|VsuruI|||||
2417|faire une prière silencieuse|VsuruI|||||
2418|faire une vente à l'avance, faire une réservation|VsuruI|||||
2419|faire une préface, présenter|VsuruT|||||
2420|payer d'avance|VsuruT|||||
2421|souffrir d'une panne|VsuruI|||||
2422|décider, déterminer, résoudre|VsuruT|||||
2423|parvenir à une résolution, décider|VsuruI|||||
2424|décider, déterminer|VsuruI|||||
2425|se sentir vouloir, être en pénurie|VsuruI|||||
2426|catalogue|VsuruT|||||
2427|sous-estimer, sous-évaluer|VsuruT|||||
2428|surchauffer|VsuruI|||||
2429|signifier, impliquer|VsuruT|||||
2430|exercer des représailles, se venger, obtenir des représailles|VsuruI|||||
2431|répliquer|VsuruI|||||
2432|se sentir mal à l'aise|VsuruI|||||
2433|être pauvre, être dans le dénuement|VsuruI|||||
2434|exposer, afficher|VsuruT|||||
2435|se taire|VsuruI|||||
2436|être réticent, ne pas agir|VsuruI|||||
2437|se reposer (âmes)|VsuruI|||||
2438|faire une déclaration|VsuruI|||||
2439|faire appel|VsuruT|||||
2440|s'installer ou être déposé (au fond de quelque chose)|VsuruI|||||
2441|couler, fonder, descendre, submerger|VsuruI|||||
2442|se saouler|VsuruI|||||
2443|avoir trop de plaisir (surt. dans un quartier chaud, etc.) et manquer son travail ou négliger ses devoirs|VsuruI|||||
2444|rester longtemps au même endroit|VsuruI|||||
2445|supprimer, subjuguer|VsuruT|||||
2446|augmenter (salaire)|VsuruI|||||
2447|faire de la correspondance, échanger des lettres|VsuruI|||||
2448|s'élever soudainement, s'élever brusquement, exploser, monter en flèche|VsuruI|||||
2449|agir témérairement, courir sauvagement, se comporter de façon imprudente, conduire de façon imprudente, se déchaîner|VsuruI|||||
2450|être un processus en fuite|VsuruI|||||
2451|effectuer une course de bases imprudente (baseball)|VsuruI|||||
2452|s'effondrer, chuter lourdement, régresser brusquement|VsuruI|||||
2453|agresser, commettre un outrage, commettre un acte de violence|VsuruI|||||
2454|violer, agresser sexuellement|VsuruT|||||
2455|être séparé, vivre séparément|VsuruI|||||
2456|révéler, exposer|VsuruT|||||
2457|résider au Japon (dit d'un étranger), être situé au Japon (ex. une ambassade)|VsuruI|||||
2458|s'arrêter en chemin, faire une halte à, faire un détour|VsuruI|||||
2459|faire le tour, faire un détour|VsuruI|||||
2460|importer (ex. des données), capturer (ex. une image)|VsuruT|||||
2461|être parsemé de, être dispersé|VsuruI|||||
2462|tomber (pluie, goutte d'eau)|VsuruI|||||
2463|alimenter goutte à goutte par voie intraveineuse|VsuruI|||||
2464|allumer et éteindre (d'une lumière), clignoter, scintiller|VsuruI|||||
2465|inspecter, examiner, vérifier|VsuruT|||||
2466|allumer, mettre le feu à|VsuruT|||||
2467|se faire face|VsuruT|||||
2468|être orienté vers (l'avenir, etc.), être en réponse à, être lié à|VsuruT|||||
2469|recevoir (un client, etc.)|VsuruT|||||
2470|comparer avec, contraster avec, être en opposition avec, s'opposer à|VsuruT|||||
2471|se confronter, s'opposer, rivaliser avec|VsuruT|||||
2472|rembourser, racheter, amortir|VsuruT|||||
2473|revoir un livre|VsuruI|||||
2474|envoyer (quelqu'un) une allocation, fournir|VsuruT|||||
2475|s'habiller complètement, s'habiller formellement, porter un uniforme|VsuruI|||||
2476|être correct, avoir raison, avoir une interprétation correcte (réponse, solution)|VsuruI|||||
2477|être établi, être institué|VsuruI|||||
2478|installer (machine ou équipement)|VsuruT|||||
2479|rencontrer, faire face|VsuruT|||||
2480|vérifier|VsuruT|||||
2481|être semblable, être identique|VsuruI|||||
2482|nominer|VsuruT|||||
2483|raconter une histoire, raconter une légende|VsuruI|||||
2484|faire un détour, faire diversion|VsuruI|||||
2485|internationaliser|VsuruT|||||
2486|s'inscrire, entrer|VsuruT|||||
2487|se maquiller|VsuruI|||||
2488|être pétrifié, se fossiliser|VsuruI|||||
2489|se battre au corps à corps, se battre, se bagarrer|VsuruI|||||
2490|noter, classer, attribuer|VsuruT|||||
2491|exalter, mettre à niveau, promouvoir|VsuruT|||||
2492|enregistrer (ex. courrier), écrire, consigner, enregistrer, noter|VsuruT|||||
2493|écrire|VsuruT|||||
2494|pour entrer (ex. à un formulaire)|VsuruT|||||
2495|publier (ex. sur un blog)|VsuruT|||||
2496|répondre|VsuruT|||||
2497|se souvenir, réfléchir, se remémorer|VsuruT|||||
2498|recueillir, récupérer, retirer|VsuruT|||||
2499|organiser (une conférence, une exposition, etc.), ouvrir, accueillir (ex. les Jeux olympiques)|VsuruT|||||
2500|interviewer, rencontrer un public|VsuruT|||||
2501|échapper, éviter|VsuruT|||||
2502|se rencontrer, se réunir, se rassembler|VsuruI|||||
2503|associer|VsuruI|||||
2504|conjoindre|VsuruI|||||
2505|se rencontrer, se concerter|VsuruI|||||
2506|converser, se concerter (norm. entre des personnes importantes), discuter|VsuruI|||||
2507|combiner chimiquement|VsuruI|||||
2508|pour améliorer (ex. compétences, capacités), progresser|VsuruI|||||
2509|communiquer les opinions de la population en général à celles de haut rang|VsuruI|||||
2510|jouer (théatre, opéra, etc.), mettre en scène, présenter|VsuruT|||||
2511|avoir la maîtrise de soi|VsuruI|||||
2512|prendre conscience de, remarquer, réaliser|VsuruT|||||
2513|être en place|VsuruI|||||
2514|aller au nord|VsuruI|||||
2515|recevoir un coup de soleil, bronzer|VsuruI|||||
2516|se décolorer à cause du soleil (ex. papier), jaunir|VsuruI|||||
2517|perdre du temps, passer le temps|VsuruI|||||
2518|être corpulent, être gros, être obèse|VsuruI|||||
2519|faire une excursion d'une journée|VsuruI|||||
2520|répondre|VsuruI|||||
2521|être dérivé|VsuruI|||||
2522|rouler|VsuruI|||||
2523|faire demi-tour, se retourner d'un côté à l'autre, être inversé|VsuruI|||||
2524|inverser les tons, faire une image négative|VsuruI|||||
2525|réfléchir (lumière, sons, ondes radio, etc.)|VsuruT|||||
2526|réfléchir, reconsidérer, introspecter, méditer, contempler|VsuruI|||||
