MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym
4746|eliminar, borrar, tachar|VsuruT|||||
4747|cerrar el país (a los extranjeros)|VsuruI|||||
4748|recibir por adelantado, tomar antes que otros|VsuruT|||||
4749|recoger previamente|VsuruT;ZI|||||
4750|completar en anticipación, terminar la oración de otra persona en anticipación de lo que probablemente se diga a continuación|VsuruT;ZL|||||
4751|decidir, gobernar, arbitrar|VsuruI|||||
4752|presionar, instar, exigir|VsuruI|||||
4753|recoger|VsuruT|||||
4754|recoger, cosechar|VsuruT|||||
4755|estar en una dieta vegetal|VsuruI|||||
4756|reintentar, reabrir un caso|VsuruT;ZLw|||||
4757|repasar, reexaminar|VsuruT|||||
4758|colorear, pintar|VsuruT|||||
4759|reelegir|VsuruT|||||
4760|ser resucitado, regenerado, restaurado a la vida|VsuruI|||||
4761|reformar, rehabilitar|VsuruI|||||
4762|ser reproducido, ser regenerado (sonido, para ser etc.), ser visto (de un videoclip)|VsuruI|||||
4763|ser reclamado, ser recuperado|VsuruI|||||
4764|renacer, reencarnarse|VsuruI|||||
4765|ser discreto|VsuruI|||||
4766|ser reelegido|VsuruI|||||
4767|recurrir, resucitarse, reavivar, estallar, recaer, revivir|VsuruI|||||
4768|al mío|VsuruT|||||
4769|trabajar en|VsuruI|||||
4770|cocinar, usar trucos, hacer malabares con (hechos, números), cocinar los libros|VsuruI|||||
4771|reconsiderar|VsuruT|||||
4772|volver a casarse|VsuruI|||||
4773|decidir, dictaminar, juzgar en la corte, juzgar|VsuruI|||||
4774|votar|VsuruI|||||
4775|ser reexaminado, ser revisado, ser reevaluado|VsuruI|||||
4776|reconstruir (un edificio)|VsuruI|||||
4777|reunirse de nuevo, reunirse|VsuruI|||||
4778|reorganizar, reestructurar, realinear|VsuruT|||||
4779|ser mostrado de nuevo (jugar)|VsuruI|||||
4780|ser recapitulado|VsuruI;ZBi|||||
4781|subdividir (en partes pequeñas), dividir|VsuruI|||||
4782|cultivar, cultivar plantas|VsuruT|||||
4783|trabajar, operar|VsuruI|||||
4784|sentir|VsuruI|||||
4785|desviar, apropiarse (p.ej. de fondos), apropiarse indebidamente|VsuruT|||||
4786|reutilizar (p.ej. partes viejas de la computadora), reciclar|VsuruI|||||
4787|permanecer en el cargo|VsuruI|||||
4788|repetir un año (en la escuela), permanecer en la misma clase por otro año|VsuruI|||||
4789|reservar, retener|VsuruT|||||
4790|fluir|VsuruI|||||
4791|detener (generalmente durante una investigación), encarcelar, confiscar, tomar en custodia|VsuruI|||||
4792|recuperarse|VsuruI|||||
4793|verde (es decir, para aumentar la vegetación), plantar árboles|VsuruI|||||
4794|saquear, robar|VsuruT|||||
4795|ser senil, decaer en senilidad, estar enfermo (hasta la edad)|VsuruI|||||
4796|trabajar|VsuruI|||||
4797|estar sin maestro|VsuruI|||||
4798|estar decrépido|VsuruI|||||
4799|envejecer, deteriorarse|VsuruI|||||
4800|ser leído en voz alta, ser recitado|VsuruI|||||
4801|proporcionar un argumento de cierre (fiscal)|VsuruI|||||
4802|ser descubierto (de una trama, a una mala acción, etc.), ser detectado, ser expuesto, ser revelado|VsuruI|||||
4803|planear, idear un plan|VsuruI|||||
4804|redactar (p.ej. un plan), elaborar|VsuruT|||||
4805|salir de una isla|VsuruI|||||
4806|separarse de un partido político|VsuruI|||||
4807|dejar el trabajo, perder el trabajo|VsuruI|||||
4808|estar dispersado|VsuruI|||||
4809|disminuir (tasas de interés)|VsuruI|||||
4810|despegar|VsuruI|||||
4811|promulgar legislación, legislar|VsuruI|||||
4812|estar en el lecho de muerte, estar a la hora de morir|VsuruI|||||
4813|estar basado en|VsuruI|||||
4814|anunciar una candidatura, convertirse en un candidato, presentar una oferta (para organizar un evento, p.ej. Juegos Olímpicos, para la Copa del Mundo)|VsuruI|||||
4815|ser fundado (nación)|VsuruI|||||
4816|lanzar con fuerza|VsuruI|||||
4817|cortarse el pelo|VsuruI|||||
4818|estar separado, ser alienado, ser desafectado|VsuruI|||||
4819|retirarse, separarse|VsuruI|||||
4820|despegar y aterrizar|VsuruI|||||
4821|elegir un sitio (p.ej. para la industria), decidir sobre una ubicación|VsuruI|||||
4822|aumentar (tasas de interés)|VsuruI|||||
4823|estar implicado (en un crimen), estar involucrado|VsuruI|||||
4824|sentarse en una fila (en el mismo asiento)|VsuruI;ar|||||
4825|lanzar en juegos consecutivos|VsuruI;ZBb|||||
4826|realizar múltiples publicaciones (en un sitio web), publicar múltiples comentarios|VsuruI|||||
4827|estar en batallas sucesivas|VsuruI|||||
4828|plantar un campo con el mismo cultivo cada año|VsuruI|||||
4829|colaborar en una obra literaria|VsuruI|||||
4830|estar encadenado, estar conectado|VsuruI|||||
4831|estar vinculado genéticamente|VsuruI|||||
4832|aliarse, unir|VsuruI|||||
4833|pararse de lado a lado|VsuruI|||||
4834|correr continuamente, disparar en rápida sucesión|VsuruI|||||
4835|sufrir una serie de derrotas|VsuruI|||||
4836|participar en campeonatos sucesivos|VsuruI|||||
4837|cooperar, coordinarse, vincularse|VsuruI|||||
4838|estar conectado, estar relacionado, estar vinculado|VsuruI|||||
4839|operar juntos, trabajar juntos|VsuruI|||||
4840|estar a la espera, esperar una oportunidad, estar en alerta|VsuruI|||||
4841|salir|VsuruI|||||
4842|refugiarse, evacuar|VsuruI|||||
4843|guardar (un archivo)|VsuruI;ZI|||||
4844|degenerar, caer en decadencia, deteriorarse|VsuruI|||||
4845|sufrir una aplastante derrota|VsuruI|||||
4846|hacer daño grave|VsuruI|||||
4847|recibir (clientes, clientes, invitados)|VsuruT|||||
4848|compensar a los empleados|VsuruI|||||
4849|retirarse del servicio militar|VsuruI|||||
4850|salir (un grupo, un equipo, etc.)|VsuruI|||||
4851|contraer una enfermedad grave|VsuruI|||||
4852|esperar expectante, esperar ansiosamente|VsuruI|||||
4853|ser clasificado, ser categorizado ampliamente|VsuruI|||||
4854|leer mientras está de pie (en una librería, etc.), navegar (es decir, leer un artículo sin comprarlo)|VsuruI|||||
4855|adorar, admirar, venerar, idolatrando|VsuruT|||||
4856|recomendar, aconsejar, sugerir, animar|VsuruT|||||
4857|cortar|VsuruT|||||
4858|recibir y gastar|VsuruT|||||
4859|declinar, degenerar, decaer, decrecer, menguar|VsuruI|||||
4860|adivinar, conjeturar, especular|VsuruT|||||
4861|recomendar, avalar|VsuruT|||||
4862|morir ahogándose, ahogarse|VsuruI|||||
4863|lavar con agua, enjuagar|VsuruT|||||
4864|adivinar, conjeturar, suponer, inferir|VsuruI|||||
4865|razonar, inferir, deducir|VsuruT|||||
4866|realizar, ejecutar|VsuruT|||||
4867|pulir (p.ej. un ensayo), revisar, elaborar, refinar, mejorar|VsuruT|||||
4868|cocinar|VsuruI|||||
4869|derrumbarse, colapsar, desperdiciar, caer en decadencia, debilitar|VsuruI|||||
4870|transitar, cambiar, progresar, desarrollar|VsuruI|||||
4871|pasar (tiempo)|VsuruI|||||
4872|crear|VsuruT|||||
4873|limpiar, barrer, fregar|VsuruI|||||
4874|actuar como gobernador|VsuruI|||||
4875|hipotetizar, suponer, asumir|VsuruT|||||
4876|celebrar un funeral, realizar ritos funerarios|VsuruI|||||
4877|asistir a un funeral|VsuruI|||||
4878|crear crear|VsuruT|||||
4879|perder perder|VsuruI|||||
4880|transmitir transmitir|VsuruT|||||
4881|crear, fundar, iniciar, establecer, configurar|VsuruT|||||
4882|crear, producir|VsuruT|||||
4883|fabricar, componer, inventar|VsuruT|||||
4884|compensar, compensar entre sí, cancelarse entre sí|VsuruT|||||
4885|correr base|VsuruI;ZBb|||||
4886|establecer|VsuruT|||||
4887|liderar, supervisar|VsuruT|||||
4888|ser adecuado, ser apropiado, ser digno, volverse, ser razonable|VsuruI|||||
4889|encontrarse con el desastre, sufrir un accidente, naufragar, estar en peligro, desaparecer, perderse, desaparecer (debido a un accidente o desastre)|VsuruI|||||
4890|lanzar una pelota|VsuruI;ZSp|||||
4891|conducir un vehículo con ruedas (p.ej. un automóvil), viajar|VsuruI|||||
4892|triunfar|VsuruI|||||
4893|crear un estado financiero completo|VsuruI|||||
4894|resumir, concluir|VsuruI|||||
4895|enviar a la persona acusada al fiscal|VsuruT|||||
4896|resumir, generalizar|VsuruI|||||
4897|ser revisado (por movimientos laborales o políticos de actividades pasadas, resultados, etc.)|VsuruI|||||
4898|enviar a casa, repatriar, deportar|VsuruT|||||
4899|estar correlacionado, estar interrelacionado|VsuruI|||||
4900|iniciar un periódico, una revista, u otra publicación periódica|VsuruI|||||
4901|barrer el mar por minas, arrastrar por minas|VsuruI|||||
4902|comentar|VsuruI;Abr|||||
4903|operar|VsuruI|||||
4904|establecer (un negocio), fundar|VsuruT|||||
4905|despedirse y reunirse a la vuelta|VsuruT|||||
4906|movilizar|VsuruI|||||
4907|luchar, alborotarse, rebelarse|VsuruI|||||
4908|causar un alboroto mediático, causar una protesta pública|VsuruI|||||
4909|pelearse|VsuruI|||||
4910|transmitir electricidad, suministrar energía|VsuruI|||||
4911|luchar (para), revolver|VsuruI|||||
4912|despedir|VsuruI|||||
4913|tener (mutuo) entendimiento, comunicar|VsuruI|||||
4914|pasar sin obstrucción|VsuruI|||||
4915|procesar|VsuruT|||||
4916|impugnar|VsuruT|||||
4917|obstruir, obstaculizar, prevenir, impedir, prohibir, bloquear|VsuruT|||||
4918|seguir existiendo|VsuruI|||||
4919|existir, subsistir|VsuruI|||||
4920|respetar, estimar, reverenciar, honrar|VsuruT|||||
4921|hacer daño|VsuruI|||||
4922|sufrir daño o pérdida|VsuruI|||||
4923|tener respeto por|VsuruI|||||
4924|medir|VsuruT|||||
4925|entregar expreso|VsuruI|||||
4926|morir al instante|VsuruI|||||
4927|promover el crecimiento, facilitar|VsuruI|||||
4928|medir|VsuruT|||||
4929|ser entronizado, ascender al trono|VsuruI|||||
4930|flashear las noticias|VsuruI|||||
4931|restringir, atar|VsuruT|||||
4932|atar, confinar con cuerda|VsuruT|||||
4933|vender en el lugar|VsuruT|||||
4934|fondo (de precios)|VsuruI|||||
4935|atacar rápidamente|VsuruI|||||
4936|dispersar, evacuar, remover|VsuruT|||||
4937|desplegarse (tropas), desplegar|VsuruI|||||
4938|tomar medidas, hacer pasos|VsuruI|||||
4939|reparar, remendar, renovar|VsuruT|||||
4940|expropiar, apoderarse|VsuruT|||||
4941|aceptar sobornos, ser corrupto|VsuruI|||||
4942|aprender, adquirir (una habilidad, conocimiento, etc.)|VsuruI|||||
4943|encontrar (objetos perdidos), recoger|VsuruT|||||
4944|compilar, culminar, personificar|VsuruT|||||
4945|controlar, poner bajo control, resolver (una cuestión), poner en orden|VsuruT|||||
4946|desinflar, contraer, encoger|VsuruT|||||
4947|ir a la cama, retirarse (por la noche)|VsuruI|||||
4948|hacer algo de principio a fin, no cambiarse de principio a fin|VsuruI|||||
4949|recoger (recolectar) y distribuir|VsuruT|||||
4950|completar un curso|VsuruI|||||
4951|ponerse a trabajar, ser empleado, ser contratado|VsuruI|||||
4952|guardar|VsuruT|||||
4953|recibir (fondos, pagos, etc.)|VsuruT|||||
4954|cosechar|VsuruT|||||
4955|entrar en comisión (p.ej. barcos)|VsuruI|||||
4956|cosechar, juntar, traer|VsuruT|||||
4957|reunirse, congregarse|VsuruI|||||
4958|recoger de la carga (esp. productos, etc.)|VsuruI|||||
4959|contar votos|VsuruI|||||
4960|conseguir empleo, empezar a trabajar|VsuruI|||||
4961|recopilar conocimientos, estudiar, aprender, entrenar, completar un curso|VsuruI|||||
4962|entrar a la escuela|VsuruI|||||
4963|restaurar, reparar|VsuruT|||||
4964|estar unido a, adherirse a, estar fijo en, estar obsesionado con|VsuruI|||||
4965|aparecer, estar presente, asistir|VsuruI|||||
4966|rendirse (p.ej. a la policía), entregarse|VsuruI|||||
4967|ser exhibido para ser exhibido|VsuruI|||||
4968|ocurrir, suceder|VsuruI|||||
4969|partir hacia el frente, entrar en batalla|VsuruI|||||
4970|hacer una salida|VsuruI|||||
4971|aplicar, presentar una solicitud|VsuruI|||||
4972|navegar, marchar, salir, ser despachado, entrar en acción|VsuruI|||||
4973|excavar|VsuruI|||||
4974|resolver una pregunta (para un examen)|VsuruI|||||
4975|establecer un tema (para composición de poesía)|VsuruI|||||
4976|postularse (para elección), presentarse como candidato|VsuruI|||||
4977|ir a caballo|VsuruI|||||
4978|ir en persona|VsuruI|||||
4979|estar soltando un caballo, estar sacando un caballo|VsuruI;ar|||||
4980|sacar agua de un rio o lago|VsuruI|||||
4981|nacer|VsuruI|||||
4982|ser liberado (dado de alta) de la prisión|VsuruI|||||
4983|invertir, contribuir|VsuruI|||||
4984|tener éxito en la vida, salir adelante, ser promovido, subir la escalera corporativa|VsuruI|||||
4985|dar a luz|VsuruI|||||
4986|producir (de bienes)|VsuruT|||||
4987|abogar, promover|VsuruT|||||
4988|supervisar, presidir|VsuruT|||||
4989|dirigir un examen o investigación|VsuruI|||||
4990|cazar|VsuruI|||||
4991|exhibir, poner a la venta|VsuruT|||||
4992|gastar (dinero)|VsuruT|||||
4993|ser superado|VsuruI|||||
4994|celebrar felicitar|VsuruT|||||
4995|bendecir|VsuruT|||||
4996|salir (de puerto)|VsuruI|||||
4997|transferir temporalmente (de un empleado), reubicar|VsuruI|||||
4998|proceder a partir para|VsuruI|||||
4999|salir de un país, ir al extranjero|VsuruI|||||
5000|enviar, reenviar|VsuruT|||||
5001|estallar (de un incendio)|VsuruI|||||
5002|escribir una nota|VsuruI|||||
5003|supervisar, gestionar|VsuruT|||||
5004|liderar|VsuruI|||||
5005|apagar la luz|VsuruI|||||
5006|chocar|VsuruI|||||
5007|entrar en conflicto con, pelearse, chocar con|VsuruI|||||
5008|ser llamado, ser convocado|VsuruI|||||
5009|convocar, convocar (p.ej. el parlamento), redactar, reclutar|VsuruT|||||
5010|quemarse hasta morir|VsuruI|||||
5011|irradiar|VsuruT|||||
5012|exponer (iluminar) iluminar|VsuruT|||||
5013|invitar|VsuruT|||||
5014|alcanzar la victoria, triunfar, ganar|VsuruI|||||
5015|fomentar, promover, inducir, incitar, estimular|VsuruT|||||
5016|reconocer, aprobar, dar su consentimiento, aceptar|VsuruT|||||
5017|iluminar iluminar|VsuruT|||||
5018|pagar, ser redimido|VsuruI|||||
5019|depreciar|VsuruI|||||
5020|amortizar|VsuruI|||||
5021|digerir|VsuruT|||||
5022|digerir (información), asimilar, comprender a fondo|VsuruT|||||
5023|consumir, absorber, agotar, cumplir (p.ej. una cuota), completar|VsuruT|||||
5024|perder la forma y convertirse en otra cosa|VsuruI;ar|||||
5025|proporcionar un informe detallado|VsuruI|||||
5026|impactar, chocar|VsuruT|||||
5027|ser impulsivo|VsuruI|||||
5028|discutir (negocios), negociar, intercambiar opiniones|VsuruI|||||
5029|consentir, aprobar, aceptar, cumplir|VsuruI|||||
5030|simbolizar simbolizar|VsuruT|||||
5031|invitar, convocar, ofertar (p.ej. para albergar los Juegos Olímpicos), llamar, atraer|VsuruT|||||
5032|orinar|VsuruI|||||
5033|estar rompiendo un contrato|VsuruI;coq|||||
5034|comerciar, hacer negocios, tramitar|VsuruI|||||
5035|agarrar, sostener, mandar, tener control sobre, saber bien|VsuruT|||||
5036|hacer una primera aparición|VsuruI|||||
5037|repoblar con árboles|VsuruT|||||
5038|plantar árboles|VsuruI|||||
5039|detonar por contacto|VsuruT|||||
5040|tocar (algo), disparar, encender, provocar, inspirar|VsuruT|||||
5041|ejecutar una persona|VsuruI|||||
5042|tener jurisdicción sobre|VsuruI|||||
5043|tratar (a una persona), tratar con|VsuruT|||||
5044|estrenar (actuar por primera vez)|VsuruI|||||
5045|tomar medidas, tratar, disponer de|VsuruT|||||
5046|tratar (médicamente)|VsuruT|||||
5047|ser castigado, ser penalizado|VsuruI|||||
5048|gotear|VsuruI|||||
5049|ser de propiedad privada|VsuruI|||||
5050|sentir celos, sentir envidia|VsuruI|||||
5051|cumplir con los deberes oficiales|VsuruI|||||
5052|perder la vista, perder la visión, quedar ciego|VsuruI|||||
5053|perder el trabajo, desemplearse|VsuruI|||||
5054|estar decepcionado, estar desesperado, perder la esperanza|VsuruI|||||
5055|subcontratar|VsuruT|||||
5056|atascarse (en vuelo)|VsuruI|||||
5057|desacelerar, desplomarse, debilitarse, declinar|VsuruI|||||
5058|fugarse, desaparecer|VsuruI|||||
5059|cometer errores, deslizarse, cometer un error|VsuruI|||||
5060|degustar (comida), hacer una prueba de sabor|VsuruT|||||
5061|redondear (fracciones), redondear a la mitad|VsuruI;ZMt|||||
5062|previsualizar, hacer un show privado|VsuruI|||||
5063|hacer privado|VsuruT|||||
5064|hacer un calculo de prueba|VsuruI|||||
5065|producir en prueba, experimentar, probar|VsuruI|||||
5066|sugerir, señalar, indicar, implicar|VsuruT|||||
5067|ordenar, dar instrucciones, dirigir, mandar, comandar|VsuruT|||||
5068|mandar (tropas), controlar|VsuruT|||||
5069|permear, penetrar, remojar|VsuruT|||||
5070|sufrir osmosis|VsuruI|||||
5071|avanzar|VsuruI|||||
5072|encomendar, dejar en fideicomiso|VsuruT|||||
5073|avanzar y retirarse|VsuruI|||||
5074|ser inundado, ser sumergido|VsuruI|||||
5075|redecorar, remodelar|VsuruI|||||
5076|escribir una carta manuscrita, escribir una carta de autógrafo|VsuruI|||||
5077|renacer|VsuruI|||||
5078|examinar médicamente|VsuruT|||||
5079|examinar y tratar médicamente|VsuruT|||||
5080|probar un caso|VsuruI|||||
5081|arbitrar juzgar|VsuruI|||||
5082|violar (territorio extranjero, derechos, etc.), invadir, infringir|VsuruT|||||
5083|atacar, conducir, avanzar, invadir|VsuruT|||||
5084|promoción, fomentar, estimular|VsuruT|||||
5085|ser más grave o grave, intensificar|VsuruI|||||
5086|evolucionar, progresar|VsuruI|||||
5087|cometer doble suicidio, cometer suicidio de los enamorados|VsuruI|||||
5088|deliberar, discutir|VsuruT|||||
5089|adelantar, cobrar|VsuruI|||||
5090|infringir, violar, invadir|VsuruT|||||
5091|agitar, temblar, vibrar|VsuruI|||||
5092|oscilar, vibrar, balancear, temblar|VsuruI|||||
5093|diagnosticar|VsuruT|||||
5094|consultar, preguntar, solicitar asesoramiento|VsuruI|||||
5095|gestionar, tratar, resolver, limpiar, disponer, concluir|VsuruT|||||
5096|economizar|VsuruT|||||
5097|ser estructurado, ser arreglado|VsuruI|||||
5098|ser planeado, ser trazado, ser ideado|VsuruI|||||
5099|perder la posición, caer (del poder), ser derrocado|VsuruI|||||
5100|ser grosero, ser descortés, ser irrespetuoso, ser impertinente|VsuruI|||||
5101|salir, ir (a la manera), decir adiós|VsuruI|||||
5102|tomar sin permiso, robar, ser robado|VsuruI|||||
5103|ser descalificado, ser eliminado, estar incapacitado (legal), no alcanzar un estándar|VsuruI|||||
5104|mandar, dirigir|VsuruT|||||
5105|contraer, exprimir, ahogar|VsuruT|||||
5106|disculparse|VsuruI|||||
5107|dibujar, dibujar de la naturaleza, retratar, describir|VsuruT|||||
5108|recompensar|VsuruT|||||
5109|explicar, reivindicar|VsuruT|||||
5110|liberar, absolver|VsuruT|||||
5111|arrendar tierra|VsuruI|||||
5112|hipo|VsuruI|||||
5113|pedir prestado dinero, endeudarse|VsuruI|||||
5114|robar, cometer robo|VsuruI|||||
5115|recibir, acoger, servir|VsuruT|||||
5116|entretener (invitados)|VsuruT|||||
5117|cortar, seccionar, amputar, desconectar|VsuruT|||||
5118|desear, añorar, tener ganas de|VsuruT|||||
5119|ser equipado, ser instalado, ser dispuesto, ser proporcionado|VsuruI|||||
5120|inocular, vacunar|VsuruT|||||
5121|negociar|VsuruI|||||
5122|pelear a corta distancia, tener una carrera cerrada, tener una competencia cerrada|VsuruI|||||
5123|dividir en dos, dividir en partes iguales, compartir por igual|VsuruT|||||
5124|ser exclusivo de, ser adjuntado a|VsuruI|||||
5125|especializarse especializarse|VsuruI|||||
5126|ganar el primero (correr), estar preocupado|VsuruI|||||
5127|ser recomendado|VsuruI|||||
